Record Id,Session Id,Acc Timestamp,AccX,AccY,AccZ,Gyro Timestamp,GyroX,GyroY,GyroZ
9,82,139305566376090,-0.8632107973098755,2.441875457763672,9.025128364562988,139305570918510,-0.10170906037092209,-0.11713340878486633,-0.13240504264831543
9,82,139305575457457,-0.7920243144035339,2.489732027053833,9.263215065002441,139305579999419,-0.04642575979232788,-0.18906278908252716,-0.14004085958003998
9,82,139305584537550,-0.5688936114311218,2.5226333141326904,9.663414001464844,139305589069579,0.03741549700498581,-0.22968533635139465,-0.16264286637306213
9,82,139305593620482,-0.34576287865638733,2.6362924575805664,9.987043380737305,139305598168396,0.13454307615756989,-0.22815817594528198,-0.20494529604911804
9,82,139305602707581,-0.12681959569454193,2.7972097396850586,10.092328071594238,139305607253112,0.2347249686717987,-0.20891591906547546,-0.26893341541290283
9,82,139305611790222,0.15912270545959473,3.0622148513793945,10.073782920837402,139305616337707,0.34055736660957336,-0.19120082259178162,-0.3576616048812866
9,82,139305620875305,0.26919254660606384,3.266202926635742,9.950552940368652,139305625422547,0.4512766897678375,-0.19624045491218567,-0.46043968200683594
9,82,139305629962952,0.18364913761615753,3.2620155811309814,10.0073823928833,139305634506958,0.5664247870445251,-0.2015855312347412,-0.55069500207901
9,82,139305639046082,0.02153540402650833,2.9772696495056152,9.993025779724121,139305643585511,0.688903272151947,-0.22159136831760406,-0.593913733959198
9,82,139305648131592,-0.3170489966869354,2.4837498664855957,9.683155059814453,139305652669985,0.8052731156349182,-0.31352660059928894,-0.5426010489463806
9,82,139305657216432,-1.1048858165740967,1.2305090427398682,9.215357780456543,139305661752382,0.9075930118560791,-0.4879286289215088,-0.2987131178379059
9,82,139305666294069,-1.784447431564331,1.2197413444519043,9.322437286376953,139305670841066,0.9857838153839111,-0.6502660512924194,-0.018478672951459885
9,82,139305675386356,-1.9160526990890503,1.6002001762390137,9.050851821899414,139305679930606,1.0488556623458862,-0.8536841869354248,0.2200642079114914
9,82,139305684469363,-1.9435701370239258,1.8951154947280884,8.922237396240234,139305689003176,1.112385630607605,-1.0882564783096313,0.41431936621665955
